text,label
Is eclipse asking about missing jars or missing source folders ? Are you maven ?,0
How about the images? The copyright seems ambiguous?,0
"I probably would have gotten to Sinnott and Simon eventually, but I started to feel like I was abusing the peer review process. :) Did you see my note in a section above about another user who likes to work on comics creator articles?",0
What was wrong with PostAffiliate? I was going to use them?,1
"Wow! Tricky... and interesting. Do you need a method that works externally, or can all of the array fit comfortably in memory?",1
"should pmf(X) be the normalized frequency distribution of X? If yes, do we have any function in Matlab to compute it?",1
Stephen's solution certainly isn't optimal. Fancy giving me a basic rundown on the problem here and I'll see if I can devise a more elegant one?,1
"If you have archives to look through, can you double-check if this quote indeed comes from this article? Is it possible it came from another DeCurtis article in March titled ""U2 releases The Joshua Tree""?",0
I'm just curious. Whats the complete assignment?,0
Is there a reason you didn't accept the answer? Is there something wrong with it?,-1
"I think the key of your problem is ""In some circumstances"" meaning. In other words, can you give the exact steps that reproduce the problem?",0
Doesn't this presume that the wall thicknesses are the same? What will it mean if they are not?,-1
I was wondering if you'd like me to make your userboxes (on your userpage) line up horizontally (in columns of 3) rather than vertically. Interested?,1
Is there any further information you'll need for a proper answer to this?,1
Asking for an iPhone app specifically is off-topic for here.  Try the Electronic Gadgets SE:  http://area51.stackexchange.com/proposals/614/electronic-gadgets maybe?,1
"Are you sure that it isn't due to the error that the compiler is thrown off, and generating multiple errors due to that one error? Could you give some example of this?",0
You do realize this is an example? And that Ruby find this problem at RUNTIME?,-1
"I notice that, for some reason, you have been undertaking some minor 'modifications' to the article John Musgrave & Sons. Do you have some special interest in Bolton firms, or some particular knowledge on this firm?",0
Thanks but I didn't quite understand the response. Could you please elaborate on it?,0
Hi im currently compiling a college project on unreliable information and would like to view the deleted article Dudley O'Neill. Can you help?,1
"I've been looking at some of the moves you have made, as above, which you justify by reference to <url>. Could you point out where in <url> this recommendation is made?",0
@Qiang Li: okay. Is this question drawn from a specific programming challenge ?,0
Have you made sure that these calculations take place in code that is executed often enough to cause a performance impact?  Or do I have to post the micro-optimization lecture again?,-1
Okay thanks. Any easy way to determine this?,1
"Good job, great article. Where did you get the idea, out of curiosity?",1
"@Sklivvz I'd recommend to edit the headline. As it is, and taken wordly, the only answer is: ""Of course, what else?""",1
I may be missing something but I agree with @whuber. I do not see why you need an approximation g(x) when you have h(x)^+ and in what sense will any other function g(x) be better than h(x)^+?,1
"In the stub note you just wrote, there appears on my screen a purple word that  looks sort of like 'st^b .  I suppose this is supposed to be IPA for ""stub"", but why here?",0
I noticed you're setting up s-line for DART but having trouble with the termini. Can I be of help?,1
"Can you provide your own application (even a small one), or is it only web based? Also, is it acceptable to popup  user/password dialogs?",0
"When you say ""thrown off"" articles which tend to be in math, the sciences, IT, etc., do you mean making them inaccurate? Or do you mean they were helpful in creating them?",0
Could you be a bit more specific? What do you mean by short key for scroll?,1
"Hello, again. Would you care to intervene at <url>?",1
"Over at <url> you've changed my request for protection on <url> to a request for unprotection.  Is there a reason for that, since the page has yet to be protected?",0
Are you unable to pee with a half filled bladder???,-1
Homework? Project Euler?,-1
Unreliable websites should be avoided altogether as even their citations might be wrong. Do you see a specific problem with the AKC breed standard?,0
"They come with cheese, come in beef, chicken, and pork and are full of fiber. What's not to like?",0
"""Debug"" and ""Release"" don't have specific meanings; they are just ways of referring to a bundle of options, which could be different in different projects. Do you mean whether something was build with debugging symbols and left unstripped?",0
what are the results of your efforts?  What is happening instead of what you want to happen?,0
"I think his user page clearly shows his status, and the last edit on his Talk page also does that. Did you have a special reason to add a notice to his Talk page, given that his block occurred over a week ago?",0
"Also, I was looking at the edit history for <url>, as I thought I had created the page (honestly I cannot remember), but the history prior to your move of the list to <url> is missing.  Do you know what happened to it?",0
"You may not remember doing this but, you erased a page entitled, Earl Newton.  Why did you do it?",-1
The specification of the problem is not clear. Why doesn't the whole space above `B` (the whole first row of `A`'s) constitute a rectangle but the whole space to the left (the resulting `C` rectangle) does?,0
"The title of this post is really unclear, and has unnecessary shouting. Something like ""Tool to visualize metadata from many photos?""",0
Not sure how this setup helps migration. Could you please elaborate?,-1
"Are there any duplicate values? Do you know the range of values (i.e., 1 < x < 300)?",0
Can it be used for any kind of departure? Could you please give more examples in context?,0
Major re-write now done.  Can you find the other species in sections ''Antirrhinum'' and ''Orontium''?,0
You can't imagine any circumstance in which you would need a simple front end to enter information into your db? Really?,-1
"..to Giggy's RfA. Did you mean to remove 2,066 bytes of replies?",-1
"You just made <url> to <url>, which I reverted.  Did I overlook a good reason for your action?",0
"Just to be pedantic... the minimum number of nodes for a tree of height N has N nodes (ie: every node has one child), and isn't balanced. Perhaps you meant ""the minimum height for its number of nodes""?",0
Back on topic Jigglyfidders; I totally agree with Deconstructhis on this one. What will you do to address this issue?,-1
"For the record, there are about a bazillion ""big gears"" in Limbo.   Next time include a screenshot perhaps?",1
I use UIImageJPGRepresentation (I know its PNG that you're using) in a separate thread quite intensively without any problem.  Are you sure that the problem doesn't come from the imageReg that could be written in another thread ?,0
Interesting illustration on the PrIze law page of a Zeppelin taking a Norwegian vessel as a prize in 1917.  I wonder whether you could point me to a source for more information on this incident?,1
<url> has been promoted to A-class. Shouldn't that score?,-1
Which images specifically? Did you look in the F12 Network tab or Fiddler to see if there are any networking failures?,0
"I suppose there could be several valid solutions? If that is the case, are you looking for some optimal solution in some sense?",0
"It is very interesting to see answers to related question that @Edward Tanguay included in his answer: **""I often have wondered in which parts of the world (England?) and which social echelons using ""shall"" in statements is actually still practiced by native speakers?""**",0
A lil bit confusing here. Do you want to compare if the Person array have a repeated items?,0
What a disturbing video. Maybe we should donate a few copies of <url> to CNN... And what's up with the 2 ad-breaks in 13 minutes?,0
"Note them where? On their talk page, or by adding them to the list you created at ArbCom so a clerk can notify them?",-1
Clarification: Do you need a simple *Do they intersect?* answer or do you need the intersection?,0
So I take it you live in Perth? Have you ever been to Virginia?,0
A _very_ rough (but easy) solution would be to strip _all_ non-ASCII characters from the input. Would that work for you?,0
Do you have a typo in equation (1)? Right now the second part of (1) involves the second derivative of theta with respect to theta...should one of those thetas be a y?,1
"It seems like you are having some difficulty with understanding how we <url> and what we mean by <url>. Taking a look over those links, can you see why other editors thought your statements and concerns were out of line with our content policies?",0
"Hmm It's a ""promo"" block that displays a picture with text underneath it on the left sidebar, on every page. So through your questions, Grezly, I'm perceiving that I must somehow make the home page show up as a block with a ""teaser"" underneath on every page?",1
"For example, take a look at <url> and <url>. What supports this?",0
"Haha, I'd imagine so! Which one is up next, out of further curiosity?",0
"Can you please be more specific?? What do u mean by ""but it's not a problem as far as the tutorial goes"" ??",1
Is `A` a global variable?  What is x?,1
I saw you changing a block's duration to 99 years. Isn't that as good as indefinite?,0
"Also perhaps we should set up a subpage for these discussions, so we'll have the thread completely on one page?  What do you think?",1
"- This IP has been doing the same to me. There seems to be a remarkable similarity with <url>, could this be a case of sockpuppeting?",0
"I'm getting a little nervous that the FAC's not attracting much attention. You know FAC much better than I do, should I be worried yet?",0
I don't see the vandalism. Could you show me where it is?,0
"The reason for using ""Please try not to eat the semicolon"" was simply because I couldn't come up with a better example. Would there be any difference if it was related?",1
I notice yall were trying to get some Canadian articles featured. How many Canadian articles are even at that status?,-1
Your second code snippet is the same as the first. Did you not paste it in correctly?,-1
Have you considered a Dremel tool? Or is it not a fine enough cut?,0
"@marknt15: Sounds like a poor design to mix ""arbitrary XML-like tags"" with real HTML. Where are you putting this text, that the HTML is dangerous but the arbitrary tags are not?",-1
"@Caf, you are right. What was I thinking?",1
I would be fine with my comments being copied to the talk page - is that what was wanted? Or did I misunderstand?,0
"Thanks Bro, it is better to ask is the stead of jumping out and getting a disgruntled Admin on my back. And why would you continualy :: bludgeon yourself over the head with your keyboard when you have my jokes?",-1
If you have time could you look at <url><url> on the <url> article. I'm wondering what your thoughts are in terms whether it should go or stay?,1
"Can you please change the question to 'What idiom starts out like ""I'm going to start taking names and...""?' instead of just 'What is this idiom?'",0
@aaa: what would be a general way? I mean how general it can get?,-1
What do you mean by auto-adjust? Auto-adjusting of the color?,0
What permissions are you using (i.e. 755)?,0
Is it a particular C++ implementation of the Towers of Hanoi? I'm trying to see why you have tagged C++?,0
"What are the project settings for the version you are debugging?  For example, is the Debugging element defined so that there is a corresponding pdb file?",1
"Hey Mvjs, I was wondering if you could prove me somewhat sane. Has the tab at the top of the page changed from 'discussion' to 'talk'?",0
And where do you host the script? In a VPS?,0
"Please stop removing properly referenced information that I have added to this article.  This is an article that <b>YOU</b> nominated for deletion, so why are you even editing it?",-1
"Thanks for the infomative reply -- I wasn't really questioning your putting the image in the infobox; appearance-wise I don't think it makes much difference. It is better, though, I think, to have the thumbnail indicator -- Is it possible to have that inside the infobox?",1
"Perfect, thank you! Can you help with the phonetics of other Nordic languages?",1
"I would be willing to move this article to the incubator so that it can be worked on (I agree it wouldn't be an A7 today), though if it's to be made into a real article it needs to be done with someone with no conflict of interest regarding the subject, as creating articles for things you own is highly discouraged.  If I undelete it to the incubator would you agree to let it go and leave it up to other users without a conflict of interest?",1
Hi good work on Juno one thing in the background section Rommel had handed over to General <url> and left Tunisia prior to the surrender. Don't know if you want to change that to - Following the Anglo-American victory against the <url> or von Arnim ?,0
"Back when the Nirvana article was a COTW (in like September I think) I started working out a ""Musical style"" section on a userpage, but never finished it. Would you like to help out with it?",1
Have you visited <url>???,-1
"Wasn't me, but I assume it's because the question is ""Can we please have?"" rather than ""Why does mine not work?""",0
Why not just generate the autocompletion configuration based on your YAML file? The options won't be changing all the time so why bother trying to make the autocompletion configuration dynamic?,-1
Are you're sure your Device/Emulator has a working Internet-connection? Did you declare the Internet-privilege in the Android Manifest?,0
P.S: Your exams end in May 10th? Are you taking AP Exams by any chance?,0
have you tried stepping through the code? where does it not do what you expect?,0
"Re: <url>: if it's eligible for Did You Know, it's by definition not a stub. Cool?",-1
"I'm curious, have you had a chance to look through <url> for anything relevant to the CRU articles?  Weren't the ""Amazongate"" claims (and their subsequent retractions by News Corporation-owned ''The Times'' and ''The Sunday Times'') connected to the CRU coverage?",0
"The policy is tricky - I guess it comes down to whether or not you think the account is going to be disruptive, and whether it is appropriate to guess that ahead of time.  On the other hand, looks like another overreaction to Kurt, in my opinion - what do you think?",0
How are you getting your data? ArcGIS Server feeds? SDE?,1
"It _was_ a homework, but few minutes ago there was a deadline (solutions should be submited online), so I am interested in solution, because I couldn't find any (solution wont't be presented in class and I am interested how to solve this problem). So, I thought I don't need to use _homework_ tag, do I?",0
"""Deceleration"" is negative acceleration. Have you taken calculus?",1
Done. Can you take care of <url> and <url>?,0
what does that mean? how can I do that?,0
I certainly listed pertinent classwork for each position I applied for on my resume.  Why wouldn't you?,0
Did you try the code example you included?  Did you get the desired results?,1
can you post a picture of the valve? or a link to a picture of a similar valve?,0
Nobody is actually addressing the question being asked here. Is it that vital to ensure the wheel is centered? Can it really be destroyed by riding slightly off-center?,-1
"You've already said that you're using JPEG2000, which will work.  What do you have a question about?",-1
"I would say you went a few steps further than I did! Does make it easier to find yourself on the page, doesn't it?",1
@Bill the Lizard: You deleted my answer: in this way this question will never be answered which will harm my accept rate. Or am I mistaken?,0
"While it is possible to weld frames together - witness [this tall-bike frame](http://www.flickr.com/photos/neilfein/4653212878/in/set-72157624042376181) - I'm going to guess that the stresses on a tandem would require some rather heavy reinforcement, making for an extremely heavy tandem frame. Can someone confirm or deny this?",1
"Hello Glacier109, I am contacting you because in golf they put Money not Winnings as the standard on most leaderboards used at the end of tournaments.  I am just wondering why you selected the word winnings?",-1
"OK, I will do that. But probably we should first set the gallery up on commons - do you know anything about editing/creating there?",0
can you please be a little bit more precise? How do you suggest I get joint probability of all 5 vars being in top 5% and then probability of at least one hitting top 5%?,0
Mo being megabytes (MB)? Or is this some new memory size unit?,0
"Is it really a hoax?  While I don't doubt it in the least, could you provide other AfD voters with the evidence that led you to this conclusion?",0
"My rationale for nominating <url> for CSD as promotional was that the show has not yet aired, so an episode summary at this point sounds like a promotional leak. Was I being overzealous?",0
You're doing two times the same thing (2xforeach) and the previous variant might just overwrite the option if the not set in $_REQUEST. Probably this is the issue?,-1
What happens if you export the layer to a gdb featureclass - does it have coordinates?  Does the exported fc's spatialreference match that of  zlevels?,1
"A long time ago, you deleted this article. How can I see the content previously in the discussion page?",0
You *want* to see your password in your cookie? I suppose you like it when sites email you your *forgotten password* too?,-1
Still at 1024 x 768 here '''Zangar''' and still looks fine to me. What about putting one of the images into the infobox using the piped 'static image=' parameter?,0
do you have a definition for complexity?  Do you know Big O Notation?,0
Inch es gartsum? <url>...do you have email by the way?,0
For solving an algorithm you have to now how the data is representeded. In this case.. how do you represent the rules and in what kind of data structure are they stored?,0
Tell us what type of coating.  Is it a dry whitish streaks or spots?  Is it clear but has a texture?,-1
"I agree, this is pretty much a subset of the earlier question. What's in this question that's not just a more focused subset of the earlier question?",0
Why not use a database such as MySQL? And more disturbing is why didn't anyone mention that ?!?!,-1
"Then why is the article for the monastery in Lhasa as ""Ganden"" instead of ""Gandan""? Do both the monasteries have the same name?",0
"Is there any chance you could post some of the code, with an indication of where your break point is? Is it possible that the break point is in a non-executing code path (in an if/else block, etc)?",1
It's kind of hard to understand what you are asking. Maybe you could clarify it a little bit?,1
You should probably clarify what kind of framework you're talking about? 3D Graphics Framework?,-1
Why do you need the javax.microedition.lcdui.Image?  Will Bitmap not work for you?,0
"Hi, thanks for moving three of the Brussels municipalities. Could you move <url> to <url> as well?",1
Is this a CCK Image field? Is the error happening when you try to open the node edit form or after you submit the edit form?,0
"Sorry, but the Find feature tells me that ""Heavydata"" isn't anywhere on the ANI page.  Did you mean to send me somewhere else?",0
"I have it now; it lists 22 Members, seven officers and a large number of sons of Members. Do you think we could run to a new article, say <url>?",0
Your question is unclear - do you need help getting the urls into the database? are these in a file?,1
"Thanks! By the way, have you sent anything to Maggie since you received the email from the photographer?",1
"@Darin Dimotrov: So you're saying that if I sent you to the supermarket to get me some beer, you will tell me you can't buy beer in a supermarket, while you actually *mean* you don't know which brand of beer to buy and whether to buy a single can, a sixpack or a tray. Would't it be better to just ask more specifically what I want, instead of telling me it's impossible?",-1
restart using the same JVM or completly shut-down the JVM and restart using a new one? BTW: Which operating system?,0
I think we must sort the group for select algorithm but it is not necessary for sorting the elements in the quick select algorithm !! isn't it?,-1
@Gareth - No answers yet. Perhaps you can publicize this question by linking to it on randonneuring/audax forums?,0
At <url> there's a request that seems to cry out for a Wikipedian with a subscription to the Daily Gleaner. Might you be able to help?,1
Is it homework? Why not return a `Maybe a` in `pop` and `top`?,0
Pizza powder? What's that?,1
"Hey, I'm back for a little, but can't stay too long - busy day.  What's up?",0
How can an Action take a fixed amount of time (Action.time)?  Shouldn't an Action's time be dependent upon the time it takes to accomplish each of its Tasks in Action.dependencies?,-1
I have extended the block to 1 week. Has s/he been attempting to change your password too?,1
"---- Though I thought I would note that you have now exceeded <big>'''500'''</big> edits while on ""wikibreak"" and that is over less than 10 days, May I ask what kind of break is that???",-1
"How strange - you're apparently credited with its creation at <url>. Do you know who did create the image, by any chance?",0
"Are you the owner of hacktolive.org? If not, what's your relationship to it?",-1
"Your title mentions relativity, but your question body does not. Could you resolve this for us please?",-1
Why revert? Shouldn't it be included somewhere in the discography?,-1
You may want to comment on the A7 to ?2 graph with 4 lines. I suspect it is nonsense - but what are your thoughts on that folding option?,1
Homework? Who told you that checking the precondition is a bad idea?,-1
It could simply be that the previous owner of your domain had questionable content. Did you dig wayback / cache to check?,1
$N$ is not know? Could you please confirm?,1
"Google does not readily spit out anything obviously relevent on ""Arthur theorem prover"". Can you please give a reference?",0
@chris I'm missing something obvious.. Why is that annoying? Cause the page never stops loading?,-1
"I was unaware of <url> when prodding the article.  However, bearing the <person> tag on <url>, is this list really usefull?",0
"Rivers added, changed Treves >  Trier, tweaked line (plus some other tidying). Anything else?",0
PS do you really think that attrition is a degeneration? Surely it's the norm?,-1
I re-drew the captions on the tugboat diagram <url>. Do they render correctly for you now?,0
have you tried this? What output do you get?,0
There hasn't been much progress made in the last three days. Is anyone interested in responding?,1
"@Rory ah, but you're still talking about general usage scenarios. What about the specific use case - connected to the Internet, but no outgoing connections except to Windows Update?",0
"but what happen if a process try to read but another process is still reading before ?
 is the pipe closed for reading when a process read from there ?",0
"Hi, Schutz; it's still busted.  Would it be OK with you if I asked GimmeBot to take over the mainpage bolding?",1
"In fact you did link, and the user has archived the page and gotten rid of it. Do you know which section he should be looking for?",0
"Assuming for the moment that it's NOT a bug, it does make me think we could 'reverse engineer' the purposes of the different colors by shooting some test shots. What happens if you manually select a focus point, for example?",1
"Which part is failing? Is it getting to the PHP code fine, or is the error occurring with how the PHP file is getting the data etc?",0
"""Now we know how powerful it is to convey our thoughts.""  You don't mean to say that English is more capable than other languages to express a given idea, do you?",0
I am running Windows 7. What built-in tools should I look for?,1
"I would think the name of the document might be less of an issue than the subject, recipient address and body of the message that you send it with.  Do you also need the rest of the email to be encrypted?",0
The comments on the youtube mention that the framerate is too low to play the game comfortably. Why do you want to do this?,0
"What does ""it doesn't work"" means ? Do you get any kind of error (if necessary, you should try enabling error_reporting) ?",0
Hi Gareth. I was wondering if you could point me in the right direction for learning about building a wikipedia profile?,1
Could you please be more specific? Which paragraphs from the [link](http://reactivated.net/writing_udev_rules.html) are relevant to me?,1
"Any reason for not using `print join '+', 1..3`? I mean it's golf, right?",-1
Are they here? Who?,0
clear about when the inverse exists.  Is there a formal theorem that would apply?,0
"In that code, `zgrep` is a bareword. What *exact* code are you using to execute zgrep?",0
Dont get you. Looks exactly the same in IE9 and FF5.01 on Windows 7?,-1
You can't just say 'this is the unit that counters everything' in Starcraft. What *exactly* are you trying to counter from terran?,0
what is a cup tree?  you want to draw up some kind of tournament bracket in HTML?,0
"""...which are not funding by the government..."". Should that nor read ""...which are not '''''funded''''' by the government...""?",0
"Non-standard framing techniques are usually not recommended for load-bearing or external walls.  I would assume this is to go over an existing wall of some kind, such as a block wall in a basement?",0
Does it have to be breadth first? I mean does the root have to end up as a head of the list?,0
"I've asked participants to shift the discussion away from Karchmar--that discussion isn't producing any new arguments or sources. Would you be able to contribute some thoughts as to where we might go on the topic of collaboration (i.e., tomorrow)?",1
"See <url>. I've made them, can you help fill them out and place them in the articles?",0
"Hey, I see you've been contributing! Time to lose the ""leaving Wikipedia"" box?",0
What language are you using?  What have you tried so far?,0
Blocking people who disagree with your edits is a very zionist approach. Why don't you try instead to justify why your material should stay in the lead?,-1
"I can't tell if you're asking how a programmer can ""break in"" to the industry (convincing game companies they've got what it takes even if their experience is in financial software or something), or how a game programmer can get a non-game programming job (convincing other people that game programmers don't just play games all day but they actually have real programming skills). Which is it?",0
"A trivial solution is that at each point of time, you simply generate an event that has been generated too rarely so far, breaking ties arbitrarily, but I guess you have already considered that. Perhaps you could explain what problems this approach has in your application?",0
"Apologies, I was busy prod'ding this article when you speedily deleted it, so I inadvertently re-created it.  Can you delete it again, please?",1
"You mean like any one of the numerous ggplot2 example charts such as
[this](http://learnr.wordpress.com/2009/05/18/ggplot2-three-variable-time-series-panel-chart/) or did you have something more specific in mind?",-1
"Indeed, the New York Times tells us that Iain Hook ""''was shot in the back by an Israeli soldier ''"". Why did a member of the IDF shoot him?",0
"Your image is 8 bits per pixel with 3 channels? Did you mean 24 bits per pixel, since that's what the RGB masks you specified seems to suggest?",0
Is it actually backing up (i.e. Flowing from street into the house) or is it just blocked?,0
"Thanks Gilles for the answer.. But, i am not still able to get the whole concept. Could you please be a bit more simpler without reducing the information in it?",0
"1) You should probably edit the original question 2) Agreed, that's unprofessional 3) You let recruiters IM you? Are you crazy?",0
You might want to add more context to the question (although it's been fairly well answered below :-) I.e. why do you want to do this?,1
"are you sure, that textView isn't null already? Could you provide an error message?",0
Shouldn't this be a community wiki? It doesn't have a clearly correct answer?,1
"Greetings, I ran across your 2008 article <url>, and the footnotes are done manually vice the usual Wiki way.  Any chance you can go back and fix the footnotes?",1
YUI Compressor can compress JS and CSS... What error did you get using packer?! Have you followed these rules while writing JS: http://javascriptcompressor.com/content/CompressedExample.aspx ?,0
"The Daily Mail has republished pages from the manifesto in full, (<url>) including that of his personal data. Is this the ethical jump you need to use the info on Wikipedia?",0
"OK--this calls for a spamuserblock, no two ways about it. Do you agree?",0
Ah! Who said that Wikipedia administrators were not romantics?,0
It's great..!! Any plans for an iPad specific version?,1
"Sorry, I was wondering if the are related to each other or separate organizations? Also is there a difference between North Twillingate and Twillingate?",1
"Hi Royalbroil, I can't seem to find a hook I entered in DYK Feb 24, it's about the novel <url>, along with suggestions from other eds. Can you find what happened to it, please?",1
"When you say, ""doesn't support"" are you referring to a strict XHTML schema?  Can you use a looser definition?",-1
what is the goal here?  echo (no concern for storing in php var) some fields from the X most recent rows meeting the max conditions from any of tables that begin with 'whatever'?,-1
"To clarify - the retain count is 1 after initWithNibName and 4 after pushViewController...

Any ideas?",1
Something's wrong with <url>. Or is it just me?,0
172 has refused to materially defend his take on NOR in terms of any criteria in <url> even abrasively deleting a query from a newbie on the subject in his talk page.  Is it possible to get some official clarification on the NOR policy before this becomes a precedent?,0
"Which seems to be exactly in line with my point about album covers. If you were referring only to logos, could you please qualify why they should be treated differently?",0
Hello. Do you know if/how coat of arms from councils abolished in 2009 can be licensed?,0
"I'd be more than happy to :) It may take a while as I've got other stuff on, but as long as you're in no immediate hurry all should be well. Do you have any preferences/requirements for the end result?",1
"Under ""normal"" circumstances, that space shouldn't be there, unless explicitly added. Can you please add to your question a [minimal working example](http://www.minimalbeispiel.de/mini-en.html) illustrating how your footnotes generate the extra spacing?",-1
"wow, thanks! combined with baffledcook's tips this basically covers everything not covered by experimentation - would a lasagna freeze well? my guess is a definite no?",1
"What are you programming on, where 16MB is too much? A phone?",-1
"don't you only need the for loop to go up to half of the number you are tying to find the primality of?  e.g if your number was 100, then 50 is the biggest number that could possibly be a factor of it, no?",0
Post that part (filesystem events) as a separate question. Is the output of `os.listdir()` always what you expect it to be?,0
What do you mean by smaller? Do you mean truncating the string?,0
Just wondering why removed death material? Perhaps another article on his death and circumstances- legacy?,-1
Is it important to you to strip all the way down to a bare frame? Or is overhauling one system at a time OK?,0
"... since your're quoting something, mind sharing what you're quoting? A homework assignment perhaps?",-1
do you mean assembly code?  and you want a self modifying application?,1
I have reverted your relocation of the images of this fragment - as I think it better if the images and transcripts can be seen side-by-side.  Do you agree?,1
"Unless you provide a wikipedia article, with solid references od proof of notability of the term, I am going to delist it. I ave no doubts that there was a dilike of Portugals (like any other major nation), but was this word in notable circulation?",-1
"Also, when you look at the logs, are the calls to the server become less frequent?  Is it possible you have a loop or call that gets slower over time?",-1
"You deleted this, but somehow it still shows up on the parent category's page <url>.  Is this normal and/or can you fix this?",0
We were actually also interested in this idea. Can you give a little more detail as to how you do this? When do you add the water? How much water?,1
"I found <url> which is completely unreferenced but I could not find any confirming sources. Is this a proper term, or even a hoax?",0
Please don't talk like a robot. What harm did it do?,-1
"How many is ""several different""? How big are |L| and |S|, relatively/absolutely? ~~~~",1
"Sure. Aside from the Flea and Frusciante articles, which get the most traffic?",0
"FYI, perhaps you failed to notice, but Anthropologist's ""accursed"" faux pas was already brought to his attention by Philbrick. I think you'll probably agree that a second, dedicated TP section is a bit of an overkill, no?",-1
Personally I think (much) longer gallery captions are probably the answer; these are probably easier than working each image into the text. Didn't that work at s***-p*******?,0
"Hi Khoikhoi - I see you deleted a previous incarnation of a pan-Arabism article which seems to be resurfacing under variant names, and is now at <url>. This doesn't read to me like an encyclopedia article - do you have any thoughts on whether/under what criterion it should be deleted?",1
Are you on development webserver? Check if the same problem present with your app working under IIS and then with new empty mvcapp?,1
"As I said in the summary when moving him away from <url>, for the last twenty-six years of his life he wasn't a priest. Perhaps I've missed the part of the naming convention which requires 'priest', could you please say more?",-1
Where abouts are you going to be coding the Parser? In excel?,0
I had a brief look over the editing history of the article and I could only see three reverts. Perhaps this could be checked?,0
"I did a little copy editing, added commas and such. Are you bringing it to DYK?",0
"If you need the image to fill either height or width to the corresponding dimensions of the div, I can only think of using javascript. Is that something you are keen to explore?",0
Do you know how to iterate over an array? Do you know nested loops?,0
Isn't the second solution not optimal? Shouldn't it be 128 by 224?,0
"Well glad that you didn't have to send anything back. I wonder how many ""backfocus"" lenses end up occuring due to human error?",0
"what do you have? windows, mac, other?",0
"Many thanks for your correction on that article. I've been meaning to expand the content, but this might be quicker to address in the short term: I think it may be better to change ""consisting of"" to ""composed of,"" based on reading some stuff from your user page - thoughts?",1
I would also alter the title; currently it looks like an auto spambot. Maybe 'How to develop a concept and gain funding' might be good?,0
Stu: I have this terrible pain whenever I twist my arm around this way. What should I do?,0
Doesn't work either! If nobody sees a mistake maybe there is a jsf/ajax bug?,0
"These are the SC1 hotkeys, but it is tagged and titled with SC2. Which one is the mistake?",1
Good one! More please?,0
"Not really, no (though maybe with JS). Is `display: block` a problem for some reason?",-1
"So it's not a copyright problem, but it still needs to be made clear that the text is copied from the source per <url>. Is there a corresponding template for Collier's similar to <person> where you're not just using it as a reference?",0
"So, is the template too much? Should I add it to all articles contained within the template?",1
Welcome to the site! Are the rims the same size on both bikes?,1
1. what are your pedals and why such pedals? 2. Any idea what load an aluminium bike can stand on touring?,-1
